id,src,tags,svgPath,filename,length,composition,startTime,endTime,setPath
,"/Clips/Bach Mov 1 v2_[T, HR, B]_[1,40,642]_[1,41,521] [2021-09-24 222333].wav","T,BACH,TONE,UL,B,HR","M0, 14C17.133333333333333,17.333333333333332 78.81333333333333,32.666666666666664 102.8,34C126.78666666666665,35.333333333333336 130.21333333333334,23.5 143.92,22C157.62666666666667,20.5 178.1866666666667,32.833333333333336 185.04,25C191.89333333333335,17.166666666666668 191.89333333333332,-17.166666666666668 185.04,-25C178.1866666666667,-32.833333333333336 157.62666666666667,-20.5 143.92,-22C130.21333333333334,-23.5 123.35999999999997,-34 102.8,-34C82.24,-34 37.693333333333335,-25.333333333333332 20.560000000000002,-22C3.4266666666666694,-18.666666666666668 3.426666666666667,-20 0,-14C-3.426666666666667,-8 0,14 0,14C0,18.666666666666668 0,14 0,14","Bach Mov 1 v2_[T, HR, B]_[1,40,642]_[1,41,521] [2021-09-24 222333].wav",0.8789342403628118,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 1 v2_[T, LR, FL, UL]_[1,31,365]_[1,32,818] [2021-09-24 222333].wav","T,LR,UL,TONE,BACH,FL,UL","M0, 15C9.146666666666667,15 41.16,13.5 54.879999999999995,15C68.6,16.5 73.17333333333333,24 82.32,24C91.46666666666665,24 100.6133333333333,15.333333333333334 109.75999999999999,15C118.90666666666668,14.666666666666666 128.0533333333333,22 137.2,22C146.34666666666666,22 146.34666666666666,16.333333333333332 164.64,15C182.9333333333333,13.666666666666666 233.23999999999992,18.833333333333332 246.95999999999998,14C260.68,9.166666666666666 260.68,-9.166666666666666 246.95999999999998,-14C233.23999999999992,-18.833333333333332 182.9333333333333,-13.666666666666666 164.64,-15C146.34666666666666,-16.333333333333332 146.34666666666666,-22 137.2,-22C128.0533333333333,-22 118.90666666666668,-14.666666666666666 109.75999999999999,-15C100.6133333333333,-15.333333333333334 91.46666666666665,-24 82.32,-24C73.17333333333333,-24 68.6,-16.5 54.879999999999995,-15C41.16,-13.5 9.146666666666667,-20 0,-15C-9.146666666666667,-10 0,15 0,15C0,20 0,15 0,15","Bach Mov 1 v2_[T, LR, FL, UL]_[1,31,365]_[1,32,818] [2021-09-24 222333].wav",1.4531519274376417,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 2 v2_[3L, T, MR, R]_[0, 32,413]_[0,33,866] [2021-09-25 001402].wav","T,TONE,T,3L,BACH,MR,UL,R","M0, 15C4.573333333333333,15.166666666666666 13.719999999999999,11 27.439999999999998,16C41.16,21 64.02666666666666,43.666666666666664 82.32,45C100.61333333333333,46.333333333333336 118.90666666666668,25.5 137.2,24C155.4933333333333,22.5 173.78666666666666,36.666666666666664 192.07999999999998,36C210.37333333333333,35.333333333333336 237.81333333333328,29.333333333333332 246.95999999999998,20C256.1066666666666,10.666666666666666 256.1066666666666,-10.666666666666666 246.95999999999998,-20C237.81333333333328,-29.333333333333332 210.37333333333333,-35.333333333333336 192.07999999999998,-36C173.78666666666666,-36.666666666666664 155.49333333333334,-22.5 137.2,-24C118.90666666666664,-25.5 100.6133333333333,-46.333333333333336 82.32,-45C64.02666666666666,-43.666666666666664 41.16,-21 27.439999999999998,-16C13.719999999999999,-11 4.573333333333333,-20.166666666666668 0,-15C-4.573333333333333,-9.833333333333334 0,15 0,15C0,20 0,15 0,15","Bach Mov 2 v2_[3L, T, MR, R]_[0, 32,413]_[0,33,866] [2021-09-25 001402].wav",1.4531519274376417,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 2 v2_[LT, LR, T]_[0,42,335]_[0,43,725] [2021-09-25 001403].wav","LR,T,T,BACH,TONE,LT,UL","M0, 13C8.901333333333332,14 35.605333333333334,14.833333333333334 53.407999999999994,19C71.21066666666665,23.166666666666668 89.01333333333334,38 106.81599999999999,38C124.61866666666664,38 137.97066666666663,23.666666666666668 160.22399999999996,19C182.4773333333333,14.333333333333334 226.98399999999995,14.833333333333334 240.33599999999998,10C253.688,5.166666666666667 253.688,-5.166666666666667 240.33599999999998,-10C226.98399999999995,-14.833333333333334 182.4773333333333,-14.333333333333334 160.22399999999996,-19C137.97066666666663,-23.666666666666668 124.61866666666664,-38 106.81599999999999,-38C89.01333333333334,-38 71.21066666666665,-23.166666666666668 53.407999999999994,-19C35.605333333333334,-14.833333333333334 8.901333333333332,-18.333333333333332 0,-13C-8.901333333333332,-7.666666666666667 0,13 0,13C0,17.333333333333332 0,13 0,13","Bach Mov 2 v2_[LT, LR, T]_[0,42,335]_[0,43,725] [2021-09-25 001403].wav",1.3906349206349207,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 2 v2_[R, 4L, T, MR, FD]_[0,8,358]_[0,10,476] [2021-09-25 001401].wav","T,TONE,4L,FD,R,T,BACH,MR,UL","M0, 10C11.802666666666667,12.333333333333334 47.21066666666667,21 70.816,24C94.42133333333334,27 123.92800000000001,28.5 141.632,28C159.33599999999998,27.5 153.4346666666667,21.5 177.04,21C200.6453333333333,20.5 259.65866666666665,26 283.264,25C306.8693333333334,24 312.7706666666666,21.666666666666668 318.67199999999997,15C324.57333333333327,8.333333333333334 324.57333333333327,-8.333333333333334 318.67199999999997,-15C312.7706666666666,-21.666666666666668 324.5733333333333,-23.5 283.264,-25C241.95466666666667,-26.5 118.02666666666669,-26.5 70.816,-24C23.605333333333334,-21.5 11.802666666666667,-15.666666666666666 0,-10C-11.802666666666667,-4.333333333333333 0,10 0,10C0,13.333333333333334 0,10 0,10","Bach Mov 2 v2_[R, 4L, T, MR, FD]_[0,8,358]_[0,10,476] [2021-09-25 001401].wav",2.1172108843537414,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 2 v2_[R, T, 4L,  MR, FD]_[0,25,85]_[0,26,944] [2021-09-25 001402].wav","T,MR,TONE,4L,FD,R,T,BACH,UL","M0, 13C5.389333333333334,13.166666666666666 21.557333333333332,11.5 32.336000000000006,14C43.11466666666667,16.5 53.893333333333345,25.833333333333332 64.67200000000001,28C75.45066666666666,30.166666666666668 80.84,29.666666666666668 97.008,27C113.176,24.333333333333332 140.12266666666667,14.666666666666666 161.68,12C183.23733333333334,9.333333333333334 210.184,9.5 226.352,11C242.52,12.5 247.90933333333336,20.5 258.68800000000005,21C269.4666666666667,21.5 285.63466666666665,19.833333333333332 291.024,14C296.41333333333336,8.166666666666666 296.41333333333336,-8.166666666666666 291.024,-14C285.63466666666665,-19.833333333333332 269.46666666666664,-21.5 258.68800000000005,-21C247.9093333333334,-20.5 242.52,-12.5 226.352,-11C210.184,-9.5 183.23733333333334,-9.333333333333334 161.68,-12C140.12266666666667,-14.666666666666666 113.176,-24.333333333333332 97.008,-27C80.84,-29.666666666666668 75.45066666666666,-30.166666666666668 64.67200000000001,-28C53.893333333333345,-25.833333333333332 43.11466666666667,-16.5 32.336000000000006,-14C21.557333333333332,-11.5 5.389333333333334,-17.5 0,-13C-5.389333333333334,-8.5 0,13 0,13C0,17.333333333333332 0,13 0,13","Bach Mov 2 v2_[R, T, 4L,  MR, FD]_[0,25,85]_[0,26,944] [2021-09-25 001402].wav",1.8593877551020408,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 2 v2_[R, T, 4L, MR]_[1,1,913]_[1,3,757] [2021-09-25 001403].wav","T,TONE,4L,R,T,BACH,MR,UL","M0, 10C5.357333333333333,11.166666666666666 21.42933333333333,16.666666666666668 32.144,17C42.858666666666664,17.333333333333332 53.57333333333332,11.166666666666666 64.288,12C75.00266666666666,12.833333333333334 85.71733333333333,22.166666666666668 96.432,22C107.14666666666666,21.833333333333332 107.14666666666665,11 128.576,11C150.0053333333333,11 203.57866666666663,21.5 225.00799999999998,22C246.4373333333333,22.5 246.4373333333333,12 257.152,14C267.8666666666666,16 283.9386666666666,42 289.296,34C294.6533333333333,26 294.6533333333333,-26 289.296,-34C283.9386666666666,-42 267.8666666666666,-16 257.152,-14C246.4373333333333,-12 246.4373333333333,-22.5 225.00799999999998,-22C203.57866666666663,-21.5 150.0053333333333,-11 128.576,-11C107.14666666666665,-11 107.14666666666666,-21.833333333333332 96.432,-22C85.71733333333333,-22.166666666666668 75.00266666666666,-12.833333333333334 64.288,-12C53.57333333333332,-11.166666666666666 42.858666666666664,-17.333333333333332 32.144,-17C21.42933333333333,-16.666666666666668 5.357333333333333,-14.5 0,-10C-5.357333333333333,-5.5 0,10 0,10C0,13.333333333333334 0,10 0,10","Bach Mov 2 v2_[R, T, 4L, MR]_[1,1,913]_[1,3,757] [2021-09-25 001403].wav",1.8437868480725623,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 2 v2_[T, FL, R, LR, 3L]_[0,35, 327]_[0,36,644] [2021-09-25 001402].wav","T,LR,TONE,3L,BACH,FL,UL,R","M0, 12C8.602666666666666,12 38.71200000000001,9.833333333333334 51.616,12C64.52,14.166666666666666 68.82133333333333,24.333333333333332 77.42399999999999,25C86.02666666666666,25.666666666666668 90.32800000000002,15.833333333333334 103.232,16C116.13600000000001,16.166666666666668 137.64266666666666,24.333333333333332 154.84799999999998,26C172.0533333333333,27.666666666666668 193.56000000000003,26.833333333333332 206.464,26C219.36800000000002,25.166666666666668 227.9706666666667,28.833333333333332 232.272,21C236.57333333333335,13.166666666666666 245.17600000000002,-13.166666666666666 232.272,-21C219.36800000000002,-28.833333333333332 176.35466666666665,-26.833333333333332 154.84799999999998,-26C133.34133333333332,-25.166666666666668 116.13600000000001,-16.166666666666668 103.232,-16C90.32800000000002,-15.833333333333334 86.02666666666666,-25.666666666666668 77.42399999999999,-25C68.82133333333333,-24.333333333333332 64.52,-14.166666666666666 51.616,-12C38.71200000000001,-9.833333333333334 8.602666666666666,-16 0,-12C-8.602666666666666,-8 0,12 0,12C0,16 0,12 0,12","Bach Mov 2 v2_[T, FL, R, LR, 3L]_[0,35, 327]_[0,36,644] [2021-09-25 001402].wav",1.3164399092970522,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 2 v2_[T, LR, R, 4L]_[0,12,253]_[0,14,101] [2021-09-25 001401].wav","T,LR,TONE,4L,BACH,UL,R","M0, 10C5.362666666666667,12 21.450666666666667,21.833333333333332 32.176,22C42.90133333333333,22.166666666666668 53.626666666666665,10.166666666666666 64.352,11C75.07733333333334,11.833333333333334 85.80266666666664,26.5 96.52799999999999,27C107.25333333333333,27.5 117.97866666666668,16.5 128.704,14C139.42933333333335,11.5 150.15466666666666,10 160.88,12C171.60533333333333,14 182.33066666666664,26.166666666666668 193.05599999999998,26C203.78133333333327,25.833333333333332 209.14399999999998,13.166666666666666 225.23199999999997,11C241.31999999999996,8.833333333333334 278.85866666666664,17 289.584,13C300.3093333333333,9 300.3093333333333,-9 289.584,-13C278.85866666666664,-17 241.31999999999996,-8.833333333333334 225.23199999999997,-11C209.14399999999998,-13.166666666666666 203.78133333333327,-25.833333333333332 193.05599999999998,-26C182.33066666666664,-26.166666666666668 171.60533333333333,-14 160.88,-12C150.15466666666666,-10 139.42933333333335,-11.5 128.704,-14C117.97866666666668,-16.5 107.25333333333332,-27.5 96.52799999999999,-27C85.80266666666665,-26.5 75.07733333333333,-11.833333333333334 64.352,-11C53.62666666666667,-10.166666666666666 42.90133333333333,-22.166666666666668 32.176,-22C21.450666666666667,-21.833333333333332 5.362666666666667,-15.333333333333334 0,-10C-5.362666666666667,-4.666666666666667 0,10 0,10C0,13.333333333333334 0,10 0,10","Bach Mov 2 v2_[T, LR, R, 4L]_[0,12,253]_[0,14,101] [2021-09-25 001401].wav",1.8476870748299319,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 2 v2_[T, ST, LR]_[0,39,413]_[0,39,710] [2021-09-25 001402].wav","T,LR,BACH,TONE,UL,ST","M0, 13C9.056000000000001,16.5 40.752,33.666666666666664 54.336000000000006,34C67.92,34.333333333333336 70.18400000000001,18.666666666666668 81.504,15C92.824,11.333333333333334 115.46400000000001,16.5 122.256,12C129.048,7.5 129.048,-7.5 122.256,-12C115.46400000000001,-16.5 92.824,-11.333333333333334 81.504,-15C70.18400000000001,-18.666666666666668 67.92,-34.333333333333336 54.336000000000006,-34C40.752,-33.666666666666664 9.056000000000001,-20.833333333333332 0,-13C-9.056000000000001,-5.166666666666667 0,13 0,13C0,17.333333333333332 0,13 0,13","Bach Mov 2 v2_[T, ST, LR]_[0,39,413]_[0,39,710] [2021-09-25 001402].wav",0.29689342403628116,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[4L, T,  M, MR, C]_[0,5,940]_[1,2,190] [2021-09-25 005634].wav","T,TONE,C,T,UL,4L,BACH,MR,M","M0, 24C6.168,23.666666666666668 18.504,20.333333333333332 37.008,22C55.512,23.666666666666668 80.18399999999998,35.333333333333336 111.02399999999999,34C141.86399999999998,32.666666666666664 185.03999999999996,17.833333333333332 222.04799999999997,14C259.056,10.166666666666666 314.568,15.166666666666666 333.072,11C351.576,6.833333333333333 351.576,-6.833333333333333 333.072,-11C314.56800000000004,-15.166666666666666 259.056,-10.166666666666666 222.04799999999997,-14C185.03999999999996,-17.833333333333332 141.86399999999998,-32.666666666666664 111.02399999999999,-34C80.18399999999998,-35.333333333333336 55.512,-23.666666666666668 37.008,-22C18.504,-20.333333333333332 6.168,-31.666666666666668 0,-24C-6.168,-16.333333333333332 0,24 0,24C0,32 0,24 0,24","Bach Mov 3 v2_[4L, T,  M, MR, C]_[0,5,940]_[1,2,190] [2021-09-25 005634].wav",2.2500226757369615,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
