id,src,tags,svgPath,filename,length,composition,startTime,endTime,setPath
,"/Clips/BARTOK MOV 1 v2_[C, MIX, T]_[8,29,297]_[8,30,125] [2021-10-05 204441].wav","T,MIX,T,C,TONE,BARTOK,UL","M0, 11C9.976,11.5 43.22933333333334,11.166666666666666 59.856,14C76.48266666666667,16.833333333333332 86.45866666666667,26 99.76,28C113.06133333333334,30 126.36266666666666,28.833333333333332 139.664,26C152.96533333333332,23.166666666666668 172.91733333333335,17.166666666666668 179.568,11C186.21866666666668,4.833333333333333 186.21866666666668,-4.833333333333333 179.568,-11C172.91733333333335,-17.166666666666668 152.96533333333332,-23.166666666666668 139.664,-26C126.36266666666666,-28.833333333333332 113.06133333333334,-30 99.76,-28C86.45866666666667,-26 76.48266666666667,-16.833333333333332 59.856,-14C43.22933333333334,-11.166666666666666 9.976,-15.166666666666666 0,-11C-9.976,-6.833333333333333 0,11 0,11C0,14.666666666666666 0,11 0,11","BARTOK MOV 1 v2_[C, MIX, T]_[8,29,297]_[8,30,125] [2021-10-05 204441].wav",0.828140589569161,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[D, 5L,  MR]_[0,44,516]_[0,47,500] [2021-10-05 204444].wav","T,MR,UL,BARTOK,TONE,5L,D","M0, 12C15.280000000000001,14 45.84000000000001,23.166666666666668 91.68,24C137.52,24.833333333333332 236.84,15.166666666666666 275.03999999999996,17C313.23999999999995,18.833333333333332 305.59999999999997,35 320.87999999999994,35C336.15999999999997,35 351.44000000000005,19 366.72,17C382.00000000000006,15 404.92,29.666666666666668 412.56,23C420.20000000000005,16.333333333333332 420.2,-16.333333333333332 412.56,-23C404.9200000000001,-29.666666666666668 382,-15 366.72,-17C351.44000000000005,-19 336.16,-35 320.87999999999994,-35C305.59999999999997,-35 313.23999999999995,-18.833333333333332 275.03999999999996,-17C236.84,-15.166666666666666 137.52,-24.833333333333332 91.68,-24C45.84000000000001,-23.166666666666668 15.280000000000001,-18 0,-12C-15.280000000000001,-6 0,12 0,12C0,16 0,12 0,12","BARTOK MOV 1 v2_[D, 5L,  MR]_[0,44,516]_[0,47,500] [2021-10-05 204444].wav",2.9843764172335603,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[D, UL, R, MR]_[5,6,934]_[5,9,203] [2021-10-05 204456].wav","T,BARTOK,UL,TONE,D,MR,UL,R","M0, 14C6.2106666666666674,17 24.842666666666663,30.166666666666668 37.264,32C49.68533333333334,33.833333333333336 62.106666666666676,25.666666666666668 74.528,25C86.94933333333334,24.333333333333332 99.37066666666665,25.166666666666668 111.79199999999999,28C124.21333333333332,30.833333333333332 130.424,42.333333333333336 149.056,42C167.688,41.666666666666664 192.53066666666666,28.666666666666668 223.58399999999997,26C254.63733333333332,23.333333333333332 316.74399999999997,34.666666666666664 335.376,26C354.008,17.333333333333332 354.008,-17.333333333333332 335.376,-26C316.74399999999997,-34.666666666666664 254.63733333333332,-23.333333333333332 223.58399999999997,-26C192.53066666666666,-28.666666666666668 167.68800000000002,-41.666666666666664 149.056,-42C130.424,-42.333333333333336 124.21333333333332,-30.833333333333332 111.79199999999999,-28C99.37066666666665,-25.166666666666668 86.94933333333334,-24.333333333333332 74.528,-25C62.106666666666676,-25.666666666666668 49.68533333333334,-33.833333333333336 37.264,-32C24.842666666666663,-30.166666666666668 6.2106666666666674,-21.666666666666668 0,-14C-6.2106666666666674,-6.333333333333333 0,14 0,14C0,18.666666666666668 0,14 0,14","BARTOK MOV 1 v2_[D, UL, R, MR]_[5,6,934]_[5,9,203] [2021-10-05 204456].wav",2.269546485260771,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[E, HR, T, 2L]_[1,13,51]_[1,13,922] [2021-10-05 204445].wav","T,BARTOK,TONE,T,E,UL,HR,2L","M0, 10C6.821333333333334,13.666666666666666 27.28533333333334,31.166666666666668 40.928000000000004,32C54.570666666666675,32.833333333333336 68.21333333333335,18 81.85600000000001,15C95.49866666666668,12 112.55200000000002,12.333333333333334 122.784,14C133.016,15.666666666666666 136.42666666666665,22.833333333333332 143.248,25C150.06933333333333,27.166666666666668 156.8906666666667,29 163.71200000000002,27C170.53333333333336,25 180.76533333333336,19.666666666666668 184.17600000000002,13C187.58666666666667,6.333333333333333 187.58666666666667,-6.333333333333333 184.17600000000002,-13C180.76533333333336,-19.666666666666668 170.53333333333333,-25 163.71200000000002,-27C156.89066666666668,-29 150.06933333333333,-27.166666666666668 143.248,-25C136.42666666666665,-22.833333333333332 133.016,-15.666666666666666 122.784,-14C112.55200000000002,-12.333333333333334 95.49866666666668,-12 81.85600000000001,-15C68.21333333333335,-18 54.570666666666675,-32.833333333333336 40.928000000000004,-32C27.28533333333334,-31.166666666666668 6.821333333333334,-17 0,-10C-6.821333333333334,-3 0,10 0,10C0,13.333333333333334 0,10 0,10","BARTOK MOV 1 v2_[E, HR, T, 2L]_[1,13,51]_[1,13,922] [2021-10-05 204445].wav",0.8711111111111111,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[E, MR, T,S]_[8,23,0]_[8,23,875] [2021-10-05 204440].wav","T,BARTOK,TONE,T,E,S,MR,UL","M0, 10C10.264,10.333333333333334 44.47733333333333,9.166666666666666 61.583999999999996,12C78.69066666666666,14.833333333333334 88.95466666666665,27.333333333333332 102.64,27C116.32533333333335,26.666666666666668 130.01066666666665,12.833333333333334 143.696,10C157.38133333333334,7.166666666666667 177.90933333333336,13.333333333333334 184.752,10C191.5946666666667,6.666666666666667 191.5946666666667,-6.666666666666667 184.752,-10C177.90933333333336,-13.333333333333334 157.38133333333332,-7.166666666666667 143.696,-10C130.01066666666665,-12.833333333333334 116.32533333333335,-26.666666666666668 102.64,-27C88.95466666666665,-27.333333333333332 78.69066666666666,-14.833333333333334 61.583999999999996,-12C44.47733333333333,-9.166666666666666 10.264,-13.666666666666666 0,-10C-10.264,-6.333333333333333 0,10 0,10C0,13.333333333333334 0,10 0,10","BARTOK MOV 1 v2_[E, MR, T,S]_[8,23,0]_[8,23,875] [2021-10-05 204440].wav",0.8750113378684807,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[FL, LR, T, 2L]_[2,30,0]_[2,31,516] [2021-10-05 204448].wav","LR,T,BARTOK,TONE,T,FL,UL,2L","M0, 13C42.312000000000005,12.833333333333334 211.56000000000003,16.166666666666668 253.87200000000004,12C296.184,7.833333333333333 296.184,-7.833333333333333 253.87200000000004,-12C211.56000000000003,-16.166666666666668 42.312000000000005,-17.166666666666668 0,-13C-42.312000000000005,-8.833333333333334 0,13 0,13C0,17.333333333333332 0,13 0,13","BARTOK MOV 1 v2_[FL, LR, T, 2L]_[2,30,0]_[2,31,516] [2021-10-05 204448].wav",1.5156462585034014,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[HR, 4L, E, R, T, FL]_[4,21,937]_[4,23,712] [2021-10-05 204454].wav","T,BARTOK,TONE,HR,4L,E,T,FL,UL,R","M0, 12C5.218666666666667,14.5 20.87466666666667,26.666666666666668 31.312,27C41.74933333333333,27.333333333333332 46.96800000000001,15.833333333333334 62.624,14C78.28,12.166666666666666 104.37333333333335,13.666666666666666 125.248,16C146.12266666666667,18.333333333333332 161.77866666666668,28 187.87199999999999,28C213.96533333333332,28 266.152,23.333333333333332 281.808,16C297.464,8.666666666666666 297.464,-8.666666666666666 281.808,-16C266.152,-23.333333333333332 213.96533333333332,-28 187.87199999999999,-28C161.77866666666668,-28 146.12266666666667,-18.333333333333332 125.248,-16C104.37333333333335,-13.666666666666666 78.28,-12.166666666666666 62.624,-14C46.96800000000001,-15.833333333333334 41.74933333333333,-27.333333333333332 31.312,-27C20.87466666666667,-26.666666666666668 5.218666666666667,-18.5 0,-12C-5.218666666666667,-5.5 0,12 0,12C0,16 0,12 0,12","BARTOK MOV 1 v2_[HR, 4L, E, R, T, FL]_[4,21,937]_[4,23,712] [2021-10-05 204454].wav",1.774920634920635,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[HR, E, T, 4L, S]_[4,30,906]_[4,33,625] [2021-10-05 204455].wav","T,BARTOK,TONE,HR,4L,E,T,UL,S","M0, 11C21.32,12.5 85.27999999999999,19.833333333333332 127.92,20C170.56,20.166666666666668 220.30666666666664,12.333333333333334 255.84,12C291.37333333333333,11.666666666666666 319.80000000000007,18.166666666666668 341.12000000000006,18C362.44000000000005,17.833333333333332 376.65333333333336,15.833333333333334 383.76000000000005,11C390.86666666666673,6.166666666666667 390.8666666666668,-6.166666666666667 383.76000000000005,-11C376.6533333333334,-15.833333333333334 362.44000000000005,-17.833333333333332 341.12000000000006,-18C319.8,-18.166666666666668 291.37333333333333,-11.666666666666666 255.84,-12C220.30666666666664,-12.333333333333334 170.56,-20.166666666666668 127.92,-20C85.27999999999999,-19.833333333333332 21.32,-16.166666666666668 0,-11C-21.32,-5.833333333333333 0,11 0,11C0,14.666666666666666 0,11 0,11","BARTOK MOV 1 v2_[HR, E, T, 4L, S]_[4,30,906]_[4,33,625] [2021-10-05 204455].wav",2.7187755102040816,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[HR, FL, 4L, B]_[5,55,727]_[5,58,62] [2021-10-05 204500].wav","T,BARTOK,TONE,HR,4L,B,FL,UL","M0, 12C25.35466666666667,15.333333333333334 120.43466666666667,30.5 152.12800000000001,32C183.82133333333334,33.5 177.48266666666666,22 190.16,21C202.8373333333333,20 209.17599999999996,26.833333333333332 228.19199999999998,26C247.20799999999997,25.166666666666668 285.24,16.666666666666668 304.25600000000003,16C323.272,15.333333333333334 335.9493333333333,28.333333333333332 342.288,22C348.6266666666667,15.666666666666666 348.6266666666667,-15.666666666666666 342.288,-22C335.94933333333336,-28.333333333333332 323.272,-15.333333333333334 304.25600000000003,-16C285.24,-16.666666666666668 247.20799999999997,-25.166666666666668 228.19199999999998,-26C209.17599999999996,-26.833333333333332 202.83733333333336,-20 190.16,-21C177.48266666666666,-22 164.80533333333335,-31.666666666666668 152.12800000000001,-32C139.45066666666668,-32.333333333333336 126.77333333333333,-24.166666666666668 114.09599999999999,-23C101.41866666666664,-21.833333333333332 95.08,-26.833333333333332 76.06400000000001,-25C57.048,-23.166666666666668 12.677333333333335,-18.166666666666668 0,-12C-12.677333333333335,-5.833333333333333 0,12 0,12C0,16 0,12 0,12","BARTOK MOV 1 v2_[HR, FL, 4L, B]_[5,55,727]_[5,58,62] [2021-10-05 204500].wav",2.3359637188208615,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[HR, FL, T, S, 2L, E, B]_[4,20,375]_[4,21,937] [2021-10-05 204454].wav","T,BARTOK,TONE,HR,B,E,T,FL,UL,S,2L","M0, 11C4.792,11.333333333333334 19.168000000000003,10.5 28.752,13C38.336,15.5 43.12800000000001,25.5 57.504,26C71.88,26.5 100.632,17.333333333333332 115.008,16C129.384,14.666666666666666 129.384,15 143.76,18C158.136,21 186.88799999999995,34.333333333333336 201.26399999999998,34C215.64,33.666666666666664 220.432,18.833333333333332 230.016,16C239.60000000000002,13.166666666666666 253.97599999999997,22.5 258.768,17C263.55999999999995,11.5 263.55999999999995,-11.5 258.768,-17C253.97599999999997,-22.5 239.60000000000002,-13.166666666666666 230.016,-16C220.432,-18.833333333333332 220.432,-34 201.26399999999998,-34C182.09599999999998,-34 138.968,-17.333333333333332 115.008,-16C91.048,-14.666666666666666 71.88,-26.5 57.504,-26C43.12800000000001,-25.5 38.336,-15.5 28.752,-13C19.168000000000003,-10.5 4.792,-15 0,-11C-4.792,-7 0,11 0,11C0,14.666666666666666 0,11 0,11","BARTOK MOV 1 v2_[HR, FL, T, S, 2L, E, B]_[4,20,375]_[4,21,937] [2021-10-05 204454].wav",1.562517006802721,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[HR, R, 4L,D]_[5,17,750]_[5,19,437] [2021-10-05 204457].wav","T,BARTOK,TONE,HR,4L,D,UL,R","M0, 17C5.042666666666666,20.5 20.170666666666666,37.833333333333336 30.256,38C40.34133333333333,38.166666666666664 50.426666666666655,18.5 60.512,18C70.59733333333334,17.5 75.63999999999999,34.333333333333336 90.768,35C105.896,35.666666666666664 136.15200000000002,22.166666666666668 151.28,22C166.40800000000002,21.833333333333332 171.45066666666665,35.5 181.536,34C191.6213333333333,32.5 201.70666666666668,13.333333333333334 211.792,13C221.87733333333333,12.666666666666666 231.96266666666665,30.5 242.048,32C252.13333333333335,33.5 267.2613333333333,31 272.30400000000003,22C277.3466666666667,13 277.3466666666667,-13 272.30400000000003,-22C267.2613333333333,-31 252.13333333333335,-33.5 242.048,-32C231.96266666666665,-30.5 221.87733333333333,-12.666666666666666 211.792,-13C201.70666666666668,-13.333333333333334 191.6213333333333,-32.5 181.536,-34C171.45066666666665,-35.5 166.40800000000002,-21.833333333333332 151.28,-22C136.15200000000002,-22.166666666666668 105.896,-35.666666666666664 90.768,-35C75.64,-34.333333333333336 70.59733333333334,-17.5 60.512,-18C50.426666666666655,-18.5 40.34133333333333,-38.166666666666664 30.256,-38C20.170666666666666,-37.833333333333336 5.042666666666666,-26.166666666666668 0,-17C-5.042666666666666,-7.833333333333333 0,17 0,17C0,22.666666666666668 0,17 0,17","BARTOK MOV 1 v2_[HR, R, 4L,D]_[5,17,750]_[5,19,437] [2021-10-05 204457].wav",1.6875056689342403,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[HR, ST, D]_[3,6,344]_[3,7,125] [2021-10-05 204449].wav","T,BARTOK,TONE,HR,D,UL,ST","M0, 12C3.2293333333333334,14.666666666666666 6.458666666666666,26.333333333333332 19.376,28C32.29333333333333,29.666666666666668 64.58666666666666,21 77.504,22C90.42133333333334,23 90.42133333333334,31.666666666666668 96.88,34C103.33866666666665,36.333333333333336 109.79733333333333,38.666666666666664 116.25599999999999,36C122.71466666666664,33.333333333333336 125.94399999999997,22.166666666666668 135.63199999999998,18C145.32,13.833333333333334 167.92533333333333,15.833333333333334 174.384,11C180.84266666666664,6.166666666666667 180.84266666666664,-6.166666666666667 174.384,-11C167.9253333333333,-15.833333333333334 145.32,-13.833333333333334 135.63199999999998,-18C125.94399999999997,-22.166666666666668 122.71466666666664,-33.333333333333336 116.25599999999999,-36C109.79733333333333,-38.666666666666664 103.33866666666665,-36.333333333333336 96.88,-34C90.42133333333334,-31.666666666666668 90.42133333333334,-23 77.504,-22C64.58666666666666,-21 32.29333333333333,-29.666666666666668 19.376,-28C6.458666666666666,-26.333333333333332 3.2293333333333334,-18.666666666666668 0,-12C-3.2293333333333334,-5.333333333333333 0,12 0,12C0,16 0,12 0,12","BARTOK MOV 1 v2_[HR, ST, D]_[3,6,344]_[3,7,125] [2021-10-05 204449].wav",0.7812698412698412,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[HR, T, 2L]_[1,9,0]_[1,10,0] [2021-10-05 204445].wav","T,T,BARTOK,TONE,HR,UL,2L","M0, 32C11,29.166666666666668 40.333333333333336,17.5 66,15C91.66666666666667,12.5 135.66666666666666,15.5 154,17C172.33333333333334,18.5 168.66666666666666,23.666666666666668 176,24C183.33333333333334,24.333333333333332 194.33333333333334,26.166666666666668 198,19C201.66666666666666,11.833333333333334 201.66666666666666,-11.833333333333334 198,-19C194.33333333333334,-26.166666666666668 183.33333333333334,-24.333333333333332 176,-24C168.66666666666666,-23.666666666666668 172.33333333333334,-18.5 154,-17C135.66666666666666,-15.5 91.66666666666667,-12.5 66,-15C40.333333333333336,-17.5 11,-39.833333333333336 0,-32C-11,-24.166666666666668 0,32 0,32C0,42.666666666666664 0,32 0,32","BARTOK MOV 1 v2_[HR, T, 2L]_[1,9,0]_[1,10,0] [2021-10-05 204445].wav",1.0,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[LR, FL, 4L, R, T]_[4,27,375]_[4,29,512] [2021-10-05 204455].wav","T,BARTOK,TONE,4L,T,FL,LR,UL,R","M0, 15C29.72,16.333333333333332 142.65600000000003,22.5 178.32,23C213.984,23.5 196.15199999999996,15.666666666666666 213.98399999999998,18C231.81600000000003,20.333333333333332 267.48,35 285.312,37C303.144,39 315.032,41.166666666666664 320.976,30C326.92,18.833333333333332 326.92,-18.833333333333332 320.976,-30C315.032,-41.166666666666664 303.144,-39 285.312,-37C267.48,-35 231.816,-20.333333333333332 213.98399999999998,-18C196.15200000000002,-15.666666666666666 213.984,-23.5 178.32,-23C142.65600000000003,-22.5 29.72,-21.333333333333332 0,-15C-29.72,-8.666666666666666 0,15 0,15C0,20 0,15 0,15","BARTOK MOV 1 v2_[LR, FL, 4L, R, T]_[4,27,375]_[4,29,512] [2021-10-05 204455].wav",2.136734693877551,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[LT, HR, D]_[1,2,219]_[1,2,938] [2021-10-05 204444].wav","T,BARTOK,TONE,LT,UL,HR,D","M0, 12C6.213333333333334,15 24.853333333333335,28.5 37.28,30C49.70666666666667,31.5 65.24,21 74.56,21C83.88000000000001,21 86.98666666666666,28.5 93.2,30C99.41333333333334,31.5 102.52,33.166666666666664 111.84,30C121.15999999999998,26.833333333333332 139.8,14.166666666666666 149.12,11C158.44,7.833333333333333 164.6533333333334,14.666666666666666 167.76000000000002,11C170.8666666666667,7.333333333333333 170.8666666666667,-7.333333333333333 167.76000000000002,-11C164.65333333333336,-14.666666666666666 158.44,-7.833333333333333 149.12,-11C139.8,-14.166666666666666 121.15999999999998,-26.833333333333332 111.84,-30C102.52,-33.166666666666664 99.41333333333334,-31.5 93.2,-30C86.98666666666668,-28.5 83.88000000000001,-21 74.56,-21C65.24000000000001,-21 49.70666666666667,-31.5 37.28,-30C24.853333333333335,-28.5 6.213333333333334,-19 0,-12C-6.213333333333334,-5 0,12 0,12C0,16 0,12 0,12","BARTOK MOV 1 v2_[LT, HR, D]_[1,2,219]_[1,2,938] [2021-10-05 204444].wav",0.7187755102040816,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[LT, LR, 2L]_[6,39,777]_[6,41,625] [2021-10-05 204501].wav","LR,T,BARTOK,TONE,LT,UL,2L","M0, 12C10.725333333333333,13.833333333333334 48.26400000000001,22 64.352,23C80.44,24 58.98933333333331,19 96.52799999999999,18C134.06666666666663,17 257.40799999999996,22.833333333333332 289.584,17C321.76,11.166666666666666 321.76,-11.166666666666666 289.584,-17C257.40799999999996,-22.833333333333332 134.06666666666666,-17 96.52799999999999,-18C58.98933333333332,-19 80.44,-24 64.352,-23C48.26400000000001,-22 10.725333333333333,-17.833333333333332 0,-12C-10.725333333333333,-6.166666666666667 0,12 0,12C0,16 0,12 0,12","BARTOK MOV 1 v2_[LT, LR, 2L]_[6,39,777]_[6,41,625] [2021-10-05 204501].wav",1.8476870748299319,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[LT, MR, T]_[0,25,500]_[0,27,445] [2021-10-05 204443].wav","T,T,BARTOK,TONE,MR,LT,UL","M0, 14C16.68,15.333333333333334 55.599999999999994,21 100.08,22C144.56000000000003,23 233.52,18 266.88000000000005,20C300.24000000000007,22 294.68,43 300.24,34C305.8,25 305.8,-25 300.24,-34C294.68,-43 300.24000000000007,-22 266.88000000000005,-20C233.52,-18 144.56000000000003,-23 100.08,-22C55.599999999999994,-21 16.68,-20 0,-14C-16.68,-8 0,14 0,14C0,18.666666666666668 0,14 0,14","BARTOK MOV 1 v2_[LT, MR, T]_[0,25,500]_[0,27,445] [2021-10-05 204443].wav",1.945328798185941,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[MIX, D, 4L, FL]_[2,59,219]_[3,1,125] [2021-10-05 204449].wav","T,BARTOK,TONE,MIX,D,4L,FL,UL","M0, 15C10.96,15.833333333333334 38.36000000000001,20 65.76,20C93.16000000000001,20 137.00000000000003,13.5 164.4,15C191.80000000000004,16.5 208.24,29.333333333333332 230.16,29C252.08,28.666666666666668 284.96,20 295.92,13C306.88,6 306.88,-6 295.92,-13C284.96,-20 252.08,-28.666666666666668 230.16,-29C208.24,-29.333333333333332 197.28,-16.666666666666668 164.4,-15C131.52,-13.333333333333334 60.28000000000001,-19 32.88,-19C5.480000000000004,-19 5.48,-20.666666666666668 0,-15C-5.48,-9.333333333333334 0,15 0,15C0,20 0,15 0,15","BARTOK MOV 1 v2_[MIX, D, 4L, FL]_[2,59,219]_[3,1,125] [2021-10-05 204449].wav",1.906281179138322,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[P, C, MIX]_[3,7,187]_[3,7,687] [2021-10-05 204450].wav","T,MIX,BARTOK,P,TONE,C,UL","M0, 11C2.669333333333334,13.5 -8.008000000000001,25.5 16.016000000000002,26C40.04,26.5 122.78933333333333,20.666666666666668 144.144,14C165.49866666666668,7.333333333333333 165.49866666666668,-7.333333333333333 144.144,-14C122.78933333333333,-20.666666666666668 40.04,-26.5 16.016000000000002,-26C-8.008000000000001,-25.5 2.669333333333334,-17.166666666666668 0,-11C-2.669333333333334,-4.833333333333333 0,11 0,11C0,14.666666666666666 0,11 0,11","BARTOK MOV 1 v2_[P, C, MIX]_[3,7,187]_[3,7,687] [2021-10-05 204450].wav",0.5000226757369615,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[P, C, MIX]_[3,8,469]_[3,9,0] [2021-10-05 204450].wav","T,MIX,BARTOK,P,TONE,C,UL","M0, 10C2.733333333333334,13.833333333333334 10.933333333333332,31.333333333333332 16.400000000000002,33C21.86666666666667,34.666666666666664 27.33333333333334,21.5 32.800000000000004,20C38.266666666666666,18.5 43.73333333333333,24.333333333333332 49.199999999999996,24C54.666666666666664,23.666666666666668 49.20000000000001,19.5 65.60000000000001,18C82,16.5 133.9333333333333,20.5 147.6,15C161.26666666666665,9.5 161.26666666666662,-9.5 147.6,-15C133.9333333333333,-20.5 82.00000000000001,-16.5 65.60000000000001,-18C49.20000000000001,-19.5 54.666666666666664,-23.666666666666668 49.199999999999996,-24C43.73333333333333,-24.333333333333332 38.266666666666666,-18.5 32.800000000000004,-20C27.33333333333334,-21.5 21.86666666666667,-34.666666666666664 16.400000000000002,-33C10.933333333333332,-31.333333333333332 2.733333333333334,-17.166666666666668 0,-10C-2.733333333333334,-2.8333333333333335 0,10 0,10C0,13.333333333333334 0,10 0,10","BARTOK MOV 1 v2_[P, C, MIX]_[3,8,469]_[3,9,0] [2021-10-05 204450].wav",0.5312698412698412,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[P, LR, T, S]_[3,29,31]_[3,29,531] [2021-10-05 204451].wav","LR,T,BARTOK,TONE,T,P,UL,S","M0, 11C24.024,10.833333333333334 120.12,13.5 144.144,10C168.168,6.5 168.168,-6.5 144.144,-10C120.12,-13.5 24.024,-14.5 0,-11C-24.024,-7.5 0,11 0,11C0,14.666666666666666 0,11 0,11","BARTOK MOV 1 v2_[P, LR, T, S]_[3,29,31]_[3,29,531] [2021-10-05 204451].wav",0.5000226757369615,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[P, ST, MR]_[9,3,176]_[9,3,500] [2021-10-05 204442].wav","T,BARTOK,P,TONE,MR,UL,ST","M0, 10C20.855999999999998,10 104.28000000000002,13.333333333333334 125.136,10C145.992,6.666666666666667 145.992,-6.666666666666667 125.136,-10C104.28000000000002,-13.333333333333334 20.855999999999998,-13.333333333333334 0,-10C-20.855999999999998,-6.666666666666667 0,10 0,10C0,13.333333333333334 0,10 0,10","BARTOK MOV 1 v2_[P, ST, MR]_[9,3,176]_[9,3,500] [2021-10-05 204442].wav",0.32424036281179136,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[P, ST, MR]_[9,4,570]_[9,5,469] [2021-10-05 204441].wav","T,BARTOK,P,TONE,MR,UL,ST","M0, 10C31.176,10 155.87999999999997,13.333333333333334 187.05599999999998,10C218.23199999999997,6.666666666666667 214.76799999999994,-6 187.05599999999998,-10C159.34399999999997,-14 51.96,-14 20.784,-14C-10.391999999999998,-14 3.464,-14 0,-10C-3.464,-6 0,10 0,10C0,13.333333333333334 0,10 0,10","BARTOK MOV 1 v2_[P, ST, MR]_[9,4,570]_[9,5,469] [2021-10-05 204441].wav",0.8984580498866214,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[P, ST, MR]_[9,6,141]_[9,6,750] [2021-10-05 204441].wav","T,BARTOK,P,TONE,MR,UL,ST","M0, 10C25.992,10 129.96,13.333333333333334 155.952,10C181.944,6.666666666666667 181.944,-6.666666666666667 155.952,-10C129.96,-13.333333333333334 25.992,-13.333333333333334 0,-10C-25.992,-6.666666666666667 0,10 0,10C0,13.333333333333334 0,10 0,10","BARTOK MOV 1 v2_[P, ST, MR]_[9,6,141]_[9,6,750] [2021-10-05 204441].wav",0.6093877551020408,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/BARTOK MOV 1 v2_[P, T, LR]_[1,25,117]_[1,25,406] [2021-10-05 204446].wav","T,LR,T,P,TONE,BARTOK,UL","M0, 14C2.2479999999999998,14.833333333333334 -6.744,19.333333333333332 13.488,19C33.72,18.666666666666668 103.40799999999997,17.166666666666668 121.392,12C139.376,6.833333333333333 139.37599999999998,-6.833333333333333 121.392,-12C103.40800000000002,-17.166666666666668 33.72,-18.666666666666668 13.488,-19C-6.744,-19.333333333333332 2.2479999999999998,-19.5 0,-14C-2.2479999999999998,-8.5 0,14 0,14C0,18.666666666666668 0,14 0,14","BARTOK MOV 1 v2_[P, T, LR]_[1,25,117]_[1,25,406] [2021-10-05 204446].wav",0.2890929705215419,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
